nome;contato;responsavel;valor;data_inicio;rede_social;origem;indicado_por;setor_indicado;plano;pipeline;observacoes
CLINICA EQUILIBRIUM OCUPACIONAL;6430504565;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BIANATO;6436221557;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SO GELO DISTRIBUIDORA;6436224499;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MAFER MÓVEIS PARA ESCRITÓRIO;6436123069;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
GILENGE PRE MOLDADOS;6436238784;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
HOME IMOVEIS;6436133000;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DRA. SUENY APARECIDA DE SOUSA;64992178448;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CDL RIO VERDE/GO;6436210676;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
IMOBILIARIA REI;6421010800;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CEUSG;6430512026;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CASA DOS MOTORES;6436230707;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CICLOMOTOS;6436234175;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BIO-NUTRI AGRO TECNOLOGIA;6430501227;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ZS LOCACAO;6436231224;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ESPETINHOS TRADICAO;64992767932;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
LUBRICAR LUBRIFICANTES E FILTROS;6436217007;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
POSTO ECONOMIA;6430519201;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PLANTIMAQ IMPLEMENTOS AGRICOLAS;6436236240;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FERRAGISTA LARA;6436021155;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AGRIDISCO;6436131000;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RICARDO PNEUS;6436210826;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
REAL AR CONDICIONADO;64999740977;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
2L AUTO PARTS;64992434306;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RADIO MORADA DO SOL;6436214433;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ABOBRAO COMERCIO CONSTRUCAO;6421410522;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ABOBRAO LOCADORA;6436130121;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SOLARIO PISCINAS;6421424948;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FACIL LOC;64992117554;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
WB AUTO CENTER;6436236130;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
POSTO ABOBRAO;6436214354;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MADEFER;6436211140;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
IRRIGUE SOLUCAO EM IRRIGACAO;64992048268;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
PAU DA MATA MADEIRAS;6436116556;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PREMIER AR CONDICIONADO;6430500090;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SOLUT AR CONDICIONADO;6432133176;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AGROMAR TRANSPORTES;6436234455;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
JC PARTS;6436131144;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ARLOS AUGUSTO CRUVINEL;64999818604;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LLEC MONTAGENS INDUSTRIAIS;6436122978;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ESCRITORIO DE ADVOCACIA DR WOLCER FREITAS MAIA;6436224307;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
EXATA ADMINISTRACAO E SERVICOS;6430514020;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CLUBE CAMPESTRE;6436110430;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
HORMONAL LABORATORIO DE ANALISES E CITOPATOLOGIA;6436027300;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SAO FRANCISCO CLINICA VETERINARIA;6436217010;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FASHION STORE RV;64992694754;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
HOSPITAL SANTA TEREZINHA;6436200601;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DM LOCACAO DE EQUIPAMENTOS PARA CONSTRUCAO CIVIL;6436133404;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
REGIVEL;6436215200;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AUTHENTIC DENTAL ARTS;6436225541;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
IDEE SOLUCOES DIGITAIS;6430501932;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
KAMOGAWA EMPREENDIMENTOS;6436131198;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MICHIGAN ENGLISH COURSE;6436132158;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ESTACOES RUBIA RAMALHO;64992783560;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
TECPRINT;6436021191;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
TICO MAQUINAS;64999878393;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
DROGARIA MODELO;6436239848;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DROGARIA SAO FRANCISCO;6436231792;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LUSAH EMPREENDIMENTOS IMOBILIARIOS;6421418447;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RV 02 EMPREENDIMENTOS IMOBILIARIOS;64981006944;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
SPE JARDIM EUROPA;6436223600;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CLÍNICA VETERINARIA SÃO LAZARO;6436212131;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PAULO ROBERTO BUFON-GRUPO SEGREDO;6436123700;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RV EMPREENDIMENTOS IMOBILIARIOS;6441416030;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SPE CAMPOS ELISIOS;6436223600;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SARICO MATERIAIS PARA CONSTRUCAO;6436117900;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
POSTO DO TREVO;6436124698;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
NUCLEO AGRICOLA;6436022121;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ASTRACO;6436122278;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DROGARIA GOIAS;6436211174;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BATERAUTO;6436123041;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LG MANGUEIRAS E PARAFUSOS (BRASIL MANGUEIRAS);6436023131;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RIO VERDE MANGUEIRAS, PARAFUSOS & FERRAMENTAS;6436124500;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CONTROLTECH AUTOMACAO INDUSTRIAL;64930181990;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FARMACIA SAO GABRIEL;6436124290;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AUTO ELETRICA E PEÇAS POTENCIA;6436120709;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MATER TRANSPORTES;6436225841;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
GOIALATAS;6436208100;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RIVER MAQ;6436232108;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
NUTRISAL AGRICOLA E ANIMAL;6436207100;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MEGA DIESEL;6436233931;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LIPPERT PECAS AGRICOLAS;6430505060;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
METTA DISTRIBUIDORA DE PECAS;64999960111;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
FLAVIO AUTO PECAS;6421410619;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CASA DO PINTOR;6436233285;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BORGES ASSESSORIA;64993464507;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
VITROL VIDRACARIA;6436235970;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SUDOESTE LOCADORA;6421010080;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PILAR MATERIAIS PARA CONSTRUCAO;6436210705;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MUSSULIN NEGOCIOS IMOBILIARIOS;6430504603;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CONSULTORIO ODONTOMED;6436122979;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CONSULTORIO ODONTOLOGICO DRª LUCIANA;6436130977;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
NATALIA MODAS;6436211470;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ROTA 66 GO;6432137203;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CENTER PECAS E MECANICA;6436291309;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CASA RAMOS DE LIMA;6436026300;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
COLEGIO DNA SISTEMA HERCULES DE EDUCACAO;6436216410;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
GUIA ACHE RAPIDO;6436131111;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FC CEREAIS;6430507557;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ODONTO EXCELLENCE;6421410863;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CONSTRUTORA MARANGONI;64981434024;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
VITRINE IMOVEIS;64984061031;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
AEROTEX AVIACAO AGRICOLA;6436123431;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
COMELLI TRANSPORTES;6436220649;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AGRO VALE RIO;6430160607;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
COOPERCARNE;6436211637;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SEMENTES VENEZA;6436217909;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
TRANSPORTES COMELLI;6436220783;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
Conservation Estética Automotiva;64992310036;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Prime Estética Automotiva;64992225074;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Estética Neo Detail;64992073553;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Lava-Rápido EstetiCar;64999501702;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
BOX66 Estética automotiva;64993197747;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
SofistiCar Lava Jato;64992114502;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Podium Estética Automotiva;64992869208;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Cabral Lavajato e Estética Automotiva;64993328595;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Dakar lava-jato estética automotiva & estética náutica;64993089669;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Gênesis Estética Automotiva;64984189503;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Lava Jato Central 2;64992828613;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
DW Car Centro Estética Automotiva;64992615875;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Lava Rápido JK;6430180139;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Lava Rápido Morada Do Sol;64992813947;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Lava-Rápido EstetiCar;64999501702;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Lava Jato - Jatto Car - Lava Jato Rio Verde - Lava a Jato;64993314538;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Lava Jato RodoTruck;64993341302;;;2024-01-01;GOOGLE;Organico;;;Plano Empresarial;Follow-Up;
Emilia Prado;64992435362;;;2025-12-23;ligação;Organico;;;Familiar;Não tem interesse;Cliente vai retornar para marcar um dia para apresentarmos o plano para ela. | Cliente sem interesse | Não
Joselia da conceição silva;64993271625;;;2026-01-12;Instagram;Organico;;;;Cliente não pode reativar o plano;JÁ FOI CLIENTE NÃO PODE REATIVA
Virginia;64992907002;maria;;2026-05-06;Ação externa do marketing do dia das mães;Evento Externo;;;;Follow-Up;ñ mora rv
Lais Maria dos Santos Silva;64993407351;;;2026-02-02;Instagram;Organico;;;;Não responde;LIGUEI PASSEI MSG NÃO RESPONDE
Elissandra Andrade;8191681996;LEIDIMAR;;2026-01-16;Instagram;Pago;;;;Não tem interesse;NÃO TEM INTERESSE NO PLANO
Catiane;6493051455;willian;;2026-05-06;Ação externa do marketing do dia das mães;Evento Externo;;;;Follow-Up;ñ responde
Ana Claudia;64999603156;;;2026-02-10;Instagram;Organico;;;;Não tem interesse;LIGAR DIA 23/03 LIGUEI PASSEI MSG NAO RESPONDE. DISSE QUE POR ENQUANTO NAO TEM INTERESSE
Maria das dores Macedo Silva;64984261980;LEIDIMAR;;2026-01-16;Instagram;Pago;;;;Follow-Up;CLIENTE DISSE QUE NO MOMENTO NÃO CONSEGUE PAGAR O PLANO, POIS ESTÃO SEM CONDIÇOES, 24/03 DIISE QUE ESTA ESPREANDO APOSENTADORIA SAIR
Francisca;6492521252;elvislania;;2026-05-06;Ação externa do marketing do dia das mães;Evento Externo;;;;Follow-Up;ñ responde
Vanessa Couto Podóloga;64999492930;;;2026-03-18;Instagram;Organico;;;;Fechado;FECHADO
Bianca;64999946413;LEIDIMAR;;2026-01-16;Instagram;Pago;;;;Apresentação/Negociação;DISSE QUE VAI ANALISAR E NÃO É PARA ENTRAR EM CONTATO COM ELA.
Cleane;6492079584;maria;;2026-05-06;Ação externa do marketing do dia das mães;Evento Externo;;;;Follow-Up;ñ responde
Mirella Alve;64999266441;Leidimar;;2026-04-08;Instagram;Organico;;;;Follow-Up;11/06/2026 Falei com a cliente novamente aguarndando retorno
Adenizio;6499429001;LEIDIMAR;;2026-01-17;Instagram;Pago;;;;Não tem interesse;EM ANDAMENTO / NAO ATENDE NEM VISUALIZA MSG SEM INTERESSE
Maria Leticia L.;64974001096;MARIA CLARA;;2026-05-23;Ação externa em conjunto com o parceiro Otovive - troca de figurinha;Evento Externo;;;;Follow-Up;EM ANDAMENTO
Maria Bethania dos Santos;64992031245;Leidimar;;2026-04-10;Instagram;Organico;;;;Follow-Up;14/05/2026 Cliente queria saber se pode reativar o plano no nome da filha Larissa Santos informei que não seria possivel pois existe mensalidades em aberto referente a dezembro de 2025
Osivaldo;6496148676;LEIDIMAR;;2026-01-17;Instagram;Pago;;;;Não tem interesse;EM ANDAMENTO / NAO ATENDE NEM VISUALIZA MSG SEM INTERESSE
Renata Pereira Dias;64992364501;MARIA CLARA;;2026-05-23;Ação externa em conjunto com o parceiro Otovive - troca de figurinha (Ganhadora do sorteio);Evento Externo;;;;Follow-Up;EM ANDAMENTO
Jamille Vitória Barbosa De Melo;6492004255;Leidimar;;2026-04-23;whatsapp;Organico;;;;Follow-Up;11/06/2026 passei msg novamente para saber se ela pretende fazer o plano
Adriana Silva;6499231911;LEIDIMAR;;2026-01-17;Instagram;Pago;;;;Não responde;EM ANDAMENTO, MSG 10/03 AGUARADANDO RESPOSTA 24/03 LIGUEI PASSEI MSG AGUARDANDO RESPONDER 07/04 MSG 30/04 AGENDADO LIGAÇÃO PARA AS 17:30 30/04/2026 NÃO ATENDE, 11/06/2026 PASSEI MSG NOVAMENTE.
Vanessa L. Pereira;64999336102;MARIA CLARA;;2026-05-23;Ação externa em conjunto com o parceiro Otovive - troca de figurinha;Evento Externo;;;;Follow-Up;EM ANDAMENTO
Alessandra Tenorio;64992659290;Elvislania;;2026-05-09;Instagram;Organico;;;;Follow-Up;Ultima resposta estava viajando,ñ resp mais
Leydi;6484169986;LEIDIMAR;;2026-01-17;Instagram;Pago;;;;Já é associado;JÁ É CLIENTE
Barbara;6493207874;MARIA CLARA;;2026-05-23;Ação externa em conjunto com o parceiro Otovive - troca de figurinha;Evento Externo;;;;Follow-Up;EM ANDAMENTO
Karla Borges;64996716171;Elvislania;;2026-06-02;Instagram;Organico;;;;Apresentação/Negociação;Vai fechar contrato mês 07/2026
Aninha;6493034978;LEIDIMAR;;2026-01-17;Instagram;Pago;;;;Não tem interesse;NÃO TEM INTERESSE NO PLANO
Karina;64992624083;MARIA CLARA;;2026-05-23;Ação externa em conjunto com o parceiro Otovive - troca de figurinha;Evento Externo;;;;Follow-Up;EM ANDAMENTO
Walas Martins;6493444113;LEIDIMAR;;2026-01-19;Instagram;Pago;;;;Já é associado;JÁ É CLIENTE
Juliane;64981240846;MARIA CLARA;;2026-05-23;Ação externa em conjunto com o parceiro Otovive - troca de figurinha;Evento Externo;;;;Follow-Up;EM ANDAMENTO
Antônia Souza da Silva;64992666264;LEIDIMAR;;2026-01-19;Instagram;Pago;;;;Não tem interesse;NÃO TEM INTERESSE NO PLANO
Rafaela dos Santos;74998021213;MARIA CLARA;;2026-05-23;Ação externa em conjunto com o parceiro Otovive - troca de figurinha;Evento Externo;;;;Follow-Up;EM ANDAMENTO
Fabiana Teles;64992480537;LEIDIMAR;;2026-01-21;Instagram;Pago;;;;Não tem interesse;EM ANDAMENTO MSG 02/02. ENVIADO MSG NÃO RESPONDE, LIGAÇÃO N ATENDE 11/02 MS. 10/03 CLIENTE SEM INTERESSE NÃO ATENDE
Aline;64992324140;MARIA CLARA;;2026-05-23;Ação externa em conjunto com o parceiro Otovive - troca de figurinha;Evento Externo;;;;Fechado;FECHADO
Michelle;64984288539;LEIDIMAR;;2026-01-21;Instagram;Pago;;;;Não tem interesse;EM ANDAMENTO FAZER LIGAÇÃO NOVAMENTE 11/02 PEDIU PARA ENTRAR EM CT 10/03. LIGUEI NÃO ATENDE PASSEI MSG 23/03 PASSEI MSG. 24/03/2026 NÃO ATENDE E NAO RESPONDE AS MSG. SEM INTERESSE
Maria Silva;64992714560;LEIDIMAR;;2026-01-21;Instagram;Pago;;;;Não tem interesse;EM ANDAMENTO ESTA AGUARDANDO O ESPOSO CHEGAR DE VIAGEM MSG 02/02 N RESPONDE. 10/03 LIGUEI NAO ATENDE, PASSEI MSG. 24/03 PASSEI MSG 07/04 MSG 30/04 LIGUEI NAO ATENDE SEM INTERESSE
Janett Moraes neves;6492296412;LEIDIMAR;;2026-01-21;Instagram;Pago;;;;Não tem interesse;EM ANDAMENTO DISSE QUE IRIA VER COM ESPOSO MSG 02/02 N RESPONDE NÃO TEM INTERESSE NO PLANO 11/06/2026 PASSEI MSG NOVAMENTE
Andreia Sousa Silva;64992200518;ELVISLANIA;;2026-01-21;Instagram;Pago;;;;Fechado;FECHADO
Rogerio Batista Vieira;6493017279;LEIDIMAR;;2026-01-23;Instagram;Pago;;;;Não tem interesse;EM ANDAMENTO MSG 03/02 NÃO RESPONDE NÃO TEM INTERESSE NO PLANO
Sirley - Ideal Contabil;6484122954;LEIDIMAR;;2026-01-23;Instagram;Pago;;;;Já é associado;JÁ É CLIENTE DA PAX SOCIAL
Marcos Paulo Martins Borges;64993385065;LEIDIMAR;;2026-01-26;Instagram;Pago;;;;Não responde;EM ANDAMENTO MSG 03/02 AGUARDANDO RESPOSTA. 10/03 LIGAÇÃO NAO ATENDE PASSEI MSG AGUARDANDO. 24/03 LIGUEI NÃO ATENDE PASSEI MSG 07/04 MSG 30/04 LIGUEI CX POSTAL PASSEI MSG 11/06 PASSEI MSG NOVAMENTE
Thieila Cícera dos Santos;64999624892;LEIDIMAR;;2026-01-26;Instagram;Pago;;;;Não tem interesse;EM ANDAMENTO MSG 03/02 AGUARDANDO RESPOSTA DISSE QUE NÃO SABE QUANDO VAI FAZER SEM INTERESSE
Alexsandra Duarte da Silva;64981618111;LEIDIMAR;;2026-01-27;Instagram;Pago;;;;Não tem interesse;EM ANDAMENTO MSG 03/02 AGUARDANDO RESPOSTA. 10/03 LIGAÇÃO NAO ATENDE PASSEI MSG AGUARDANDO. 24/03 LIGUEI NÃO ATENDE PASSEI MSG 07/04 MSG NÃO RESPONDE SEM INTERESSE
Cleia gomes da silva;64992138791;Thalya;;2026-01-27;Instagram;Pago;;;;Fechado;FECHADO
Simonara;6496018978;LEIDIMAR;;2026-01-27;Instagram;Pago;;;;Não responde;EM ANDAMENTO MSG 03/02 AGUARDANDO RESPOSTA. 10/03 LIGAÇÃO NAO ATENDE PASSEI MSG AGUARDANDO DISSE QUE ESTA ESPERANDO O ESPOSO RECEBER. 24/03 PASSEI MSG 07/04 MSG 30/04 11/06 PASSEI MSG
Suelma Inácio de Oliveira;64993175163;LEIDIMAR;;2026-01-27;Instagram;Pago;;;;Não tem interesse;EM ANDAMENTO MSG 03/02 AGUARDANDO RESPOSTA. 10/03 LIGAÇÃO DISSE QUE VAI LIGAR MAIS TARDE 07/04 MSG 30/04 NÃO TEM INTERESSE NO PLANO
maria lucia amaral;6499012813;LEIDIMAR;;2026-01-27;Instagram;Pago;;;;Não tem interesse;EM ANDAMENTO DISSE QUE NAO TEM INTERESSE POR ENQUANTO.
Ana Paula de Oliveira Viana;64992162273;ELVISLANIA;;2026-01-27;Instagram;Pago;;;;Fechado;FECHADO
Andreia Soares dos Santos;64992154061;Thalya;;2026-01-27;Instagram;Pago;;;;Fechado;FECHADO
Lucia Helena Correia Duarte;64992928307;ELVISLANIA;;2026-01-27;Instagram;Pago;;;;Fechado;FECHADO
Taisa Sousa Cruvinel Bertoncini;64992238488;LEIDIMAR;;2026-01-28;Instagram;Pago;;;;Não responde;EM ANDAMENTO MGS 03/02 AGURDANDO RESPOSTA. 10/03 PASSEI MSG AGUARANDO RESPOSTA, 23/03 DISSE QUE VEM NA CIDADE NO INICIO DO MES VAI ME AVISAR, PASSEI MSG VARIAS VEZES VISUALIZA MAIS NÃO RESPONDE.
Rogerio Ferreira dos Santos;64974003745;LEIDIMAR;;2026-01-28;Instagram;Pago;;;;Já é associado;JÁ É CLIENTE
Izane dos Santos Costa;64992541550;LEIDIMAR;;2026-01-28;Instagram;Pago;;;;Não tem interesse;APRESENTAR O PLANO DIA 25/02 AS 10:30. 10/03 DISSE QUE MUDOU DE RIO VERDE NÃO TEM INTERESSE NO PLANO
Izabel Cristina dos Santos;64992301980;LEIDIMAR;;2026-01-28;Instagram;Pago;;;;Não tem interesse;EM ANDAMENTO. CLIENTE NÃO RESPONDE MSG E NEM ATENDE LIAGAÇÕES SEM INTERESSE NO PLANO
Maria Aparecida Almeida dos Santos;64993243419;LEIDIMAR;;2026-01-28;Instagram;Pago;;;;Não tem interesse;FALAMOS VIA LIGAÇÃO A CLIENTE DISSE QUE VAI PAGAR UMAS CONTAS DEPOIS ENTRA EM CONTATO PARA FAZER O PLANO POIS JA FOI CLIENTE. 10/03 LIGUEI NÃO ATENDE PASSEI MSG AGUARDANDO RESPOSTA. DISSE QUE NO MOMENTO NÃO TEM INTERESSE NO PLANO.
Lurdes Nunes Gomes de Sousa;64999224837;LEIDIMAR;;2026-01-29;Instagram;Pago;;;;Não responde;29/01 ENTREI EM CONTATO, 02/02 PASSEI MSG, 03/02 LIGUEI. 10/03 LIGUEI NÃO ATENDE PASSEI MSG AGUARDANDO RESPOSTA. 24/03 PASSEI MSG LIGUEI NÃO ATENDE 07/04 MSG 30/04 liguei nao atende passei msg
Fracisca das Chagas Gomes de Oliveira;64999587689;LEIDIMAR;;2026-02-02;Instagram;Pago;;;;Não responde;05/02 EM ANDAMENTO, 07/02 PASSEI MSG, 03/03 LIGAÇÃO, 10/03 LIGUEI NÃO ATENDE PASSEI MSG AGUARDANDO RESPOSTA, 24/03 LIGUEI NAO ATENDE PASSEI MSG 07/04 MSG
Eliene França Costa Santos;64981118271;LEIDIMAR;;2026-02-02;Instagram;Pago;;;;Não responde;EM ANDAMENTO. 10/03 LIGUEI NÃO ATENDE PASSEI MSG AGUARDANDO RESPOSTA, CLIENTE USA MSG TEMPORARIA 7 DIAS, 24/03 LIGUEI NÃO ATENDE PASSEI MSG 15/06 ENTREI EM CONTATO VIA LIGAÇÃO PEDIU PARA LIGAR APOS AS 19:00 AGENDADO LIGAÇÃO
Jamiles dos Santos de Oliveira;64999516457;LEIDIMAR;;2026-02-03;Instagram;Pago;;;;Não responde;05/02 EM ANDAMENTO, 07/02 PASSEI MSG, 11/02 PASSEI MSG, 10/03 LIGUEI NÃO ATENDE PASSEI MSG AGUARDANDO RESPOSTA, 24/03 LIGUEI NÃO ATENDE PASSEI MSG.
Elzi Paula Franco;64984423756;LEIDIMAR;;2026-02-04;Instagram;Pago;;;;Não responde;05/02 EM ANDAMENTO, 07/02 PASSEI MSG, 11/02 PASSEI MSG, 19/02 LIGUEI NAO ATENDE, 05/03 PASSEI MSG, 10/03 LIGUEI NÃO ATENDE PASSEI MSG AGUARDANDO RESPOSTA, 24,03 LIGUEI NAO ATENDE PASSEI MSG NÃO RESPONDE MAIS AS MSG.
